           1  0.3175928      1.2160244E-03
           2  0.2000835      1.9758260E-03
           3  7.3819317E-02  1.5574349E-03
           4  5.4915324E-02  2.0155138E-03
           5  4.3939445E-02  2.4811693E-03
           6  2.9612742E-02  2.4489486E-03
           7  2.5114354E-02  2.7682064E-03
           8  2.2386782E-02  3.1865032E-03
           9  2.2201020E-02  3.9995802E-03
          10  1.6346321E-02  3.6919841E-03
          11  1.3747454E-02  3.7275953E-03
          12  1.2666868E-02  4.0569920E-03
          13  1.1374835E-02  4.2801928E-03
          14  1.0322973E-02  4.5190798E-03
          15  8.2898065E-03  4.1465349E-03
          16  8.3556436E-03  4.7448552E-03
          17  7.5166170E-03  4.8289681E-03
          18  6.6157896E-03  4.7867615E-03
          19  5.5659879E-03  4.4765677E-03
          20  5.0444035E-03  4.4868141E-03
          21  4.8311511E-03  4.7452417E-03
          22  4.1054413E-03  4.4233324E-03
          23  3.8135652E-03  4.4847056E-03
          24  3.4996241E-03  4.4793352E-03
          25  3.1962828E-03  4.4408413E-03
          26  2.8792163E-03  4.3311110E-03
          27  2.5782553E-03  4.1806139E-03
          28  2.3990870E-03  4.1837119E-03
          29  2.1740429E-03  4.0686363E-03
          30  1.9234715E-03  3.8505122E-03
          31  1.8123920E-03  3.8726612E-03
          32  1.5793999E-03  3.5950784E-03
          33  1.5133501E-03  3.6619438E-03
          34  1.3728566E-03  3.5273414E-03
          35  1.2213804E-03  3.3265948E-03
          36  1.1473652E-03  3.3053539E-03
          37  1.0347166E-03  3.1493867E-03
          38  9.6707081E-04  3.1053587E-03
          39  8.6448039E-04  2.9225829E-03
          40  8.1041123E-04  2.8809342E-03
          41  7.6225400E-04  2.8480436E-03
          42  6.7802920E-04  2.6593809E-03
          43  6.4390909E-04  2.6467498E-03
          44  5.7861791E-04  2.4901065E-03
          45  5.4684875E-04  2.4623238E-03
          46  4.8396876E-04  2.2767510E-03
          47  4.5644279E-04  2.2408764E-03
          48  4.2719441E-04  2.1865715E-03
          49  3.9604789E-04  2.1130112E-03
          50  3.6673868E-04  2.0382986E-03
          51  3.2824464E-04  1.8978834E-03
          52  3.0913186E-04  1.8576880E-03
          53  2.8773371E-04  1.7967143E-03
          54  2.6495848E-04  1.7175665E-03
          55  2.4294072E-04  1.6332448E-03
          56  2.2648316E-04  1.5779416E-03
          57  2.1486229E-04  1.5513403E-03
          58  1.9541115E-04  1.4609804E-03
          59  1.8290340E-04  1.4149155E-03
          60  1.7294064E-04  1.3836159E-03
          61  1.5993879E-04  1.3228455E-03
          62  1.4862351E-04  1.2698981E-03
          63  1.3483234E-04  1.1891519E-03
          64  1.2795127E-04  1.1641739E-03
          65  1.2171300E-04  1.1426944E-03
          66  1.1028281E-04  1.0677022E-03
          67  1.0495672E-04  1.0471254E-03
          68  9.6381220E-05  9.9053688E-04
          69  9.1701157E-05  9.7028102E-04
          70  8.3947358E-05  9.1429299E-04
          71  7.7943041E-05  8.7313890E-04
          72  7.4334574E-05  8.5625268E-04
          73  6.8611022E-05  8.1249757E-04
          74  6.5230190E-05  7.9387054E-04
          75  5.9444304E-05  7.4316055E-04
          76  5.6444729E-05  7.2454347E-04
          77  5.3147247E-05  7.0037215E-04
          78  4.8477432E-05  6.5546337E-04
          79  4.6121284E-05  6.3960842E-04
          80  4.3266253E-05  6.1527401E-04
          81  4.0879546E-05  5.9597014E-04
          82  3.8143298E-05  5.6996848E-04
          83  3.5380188E-05  5.4166815E-04
          84  3.3285032E-05  5.2190851E-04
          85  3.1805990E-05  5.1066082E-04
          86  2.9515752E-05  4.8516458E-04
          87  2.7247905E-05  4.5834816E-04
          88  2.5890198E-05  4.4554338E-04
          89  2.4412539E-05  4.2971264E-04
          90  2.3166456E-05  4.1703897E-04
          91  2.1393871E-05  3.9375704E-04
          92  2.0170284E-05  3.7942396E-04
          93  1.8898121E-05  3.6324823E-04
          94  1.7752569E-05  3.4859258E-04
          95  1.6589292E-05  3.3268624E-04
          96  1.5841975E-05  3.2437991E-04
          97  1.4911926E-05  3.1175127E-04
          98  1.4138535E-05  3.0176208E-04
          99  1.3038031E-05  2.8398880E-04
         100  1.2393061E-05  2.7540786E-04
         101  1.1690220E-05  2.6500737E-04
         102  1.1026054E-05  2.5493890E-04
         103  1.0345304E-05  2.4392182E-04
         104  9.6447420E-06  2.3181250E-04
         105  9.3356975E-06  2.2872270E-04
         106  8.6364234E-06  2.1565869E-04
         107  8.2105562E-06  2.0889760E-04
         108  7.7100085E-06  1.9983856E-04
         109  7.3555352E-06  1.9420063E-04
         110  6.8618406E-06  1.8452937E-04
         111  6.4745163E-06  1.7727354E-04
         112  6.1675491E-06  1.7191633E-04
         113  5.8216829E-06  1.6518569E-04
         114  5.5133019E-06  1.5922717E-04
         115  5.1434954E-06  1.5116298E-04
         116  4.9007745E-06  1.4653755E-04
         117  4.6582090E-06  1.4170902E-04
         118  4.3494715E-06  1.3458844E-04
         119  4.1083572E-06  1.2927954E-04
         120  3.9476840E-06  1.2631630E-04
         121  3.7128466E-06  1.2079717E-04
         122  3.5170985E-06  1.1633063E-04
         123  3.3310494E-06  1.1198976E-04
         124  3.1342774E-06  1.0709466E-04
         125  2.9926418E-06  1.0391598E-04
         126  2.8017257E-06  9.8852535E-05
         127  2.6669672E-06  9.5589101E-05
         128  2.5284767E-06  9.2052731E-05
         129  2.4143526E-06  8.9280838E-05
         130  2.2728912E-06  8.5362452E-05
         131  2.1328506E-06  8.1336730E-05
         132  2.0620250E-06  7.9840378E-05
         133  1.9377699E-06  7.6174598E-05
         134  1.8512204E-06  7.3870309E-05
         135  1.7410462E-06  7.0511473E-05
         136  1.6751007E-06  6.8847396E-05
         137  1.5924281E-06  6.6420675E-05
         138  1.4953753E-06  6.3287851E-05
         139  1.4241772E-06  6.1148006E-05
         140  1.3598416E-06  5.9226099E-05
         141  1.3006556E-06  5.7463105E-05
         142  1.2442395E-06  5.5754404E-05
         143  1.1706973E-06  5.3198964E-05
         144  1.1262960E-06  5.1896168E-05
         145  1.0822253E-06  5.0560920E-05
         146  1.0374122E-06  4.9139853E-05
         147  9.8968940E-07  4.7525034E-05
         148  9.5400367E-07  4.6437184E-05
         149  9.1867804E-07  4.5326702E-05
         150  8.8120430E-07  4.4063920E-05
         151  8.4442127E-07  4.2787968E-05
         152  8.1843200E-07  4.2020649E-05
         153  7.9883756E-07  4.1556294E-05
         154  7.7985288E-07  4.1101892E-05
         155  7.5451840E-07  4.0284998E-05
         156  7.4435525E-07  4.0255421E-05
         157  7.3752381E-07  4.0399540E-05
         158  7.2621725E-07  4.0289509E-05
         159  7.2211418E-07  4.0569059E-05
         160  7.3078854E-07  4.1574196E-05
         161  7.4133771E-07  4.2705986E-05
         162  7.4285765E-07  4.3327687E-05
         163  7.7227685E-07  4.5601791E-05
         164  7.9435347E-07  4.7482106E-05
         165  8.4728714E-07  5.1266004E-05
         166  8.9028435E-07  5.4523094E-05
         167  9.7268344E-07  6.0289072E-05
         168  1.0822952E-06  6.7890884E-05
         169  1.2543032E-06  7.9625286E-05
         170  1.5913340E-06  1.0222739E-04

